id,text,language,platform,region,date,aspect,sentiment,sarcasm,clean_text,detected_lang
488,Price ok for this quality.,mix,reviews,AP,2026-01-26,price,positive,0,price ok for this quality.,en
489,Idhu Worth for money ✅,ta,reviews,TS,2025-11-28,price,positive,0,idhu worth for money ✅,en
490,"Delivery very inte, 6 days deiny 😡",en,support,TN,2026-02-16,delivery,negative,0,"delivery very inte, 6 days deiny 😡",af
491,Looks fine. Long-term paakanum.,en,support,MH,2026-01-16,quality,neutral,0,looks fine. long-term paakanum.,et
492,Box normal-a irundhuchu.,mix,twitter,TN,2025-12-05,packaging,neutral,0,box normal-a irundhuchu.,en
493,Costly and quality poor.,mix,youtube,MH,2025-12-29,price,negative,0,costly and quality poor.,en
494,Payment failure repeatedly.,en,instagram,DL,2026-02-11,app,negative,0,payment failure repeatedly.,en
495,"Refund stuck, no update.",mix,support,MH,2025-12-20,refund,negative,0,"refund stuck, no update.",en
496,Idhu Customer care number busy.,ta,reviews,KL,2026-02-23,service,neutral,0,idhu customer care number busy.,en
497,"Complaint raise panniten, no update.",mix,twitter,KL,2025-12-30,service,negative,0,"complaint raise panniten, no update.",fr
498,Will contact support later.,mix,reviews,KA,2025-12-10,service,neutral,0,will contact support later.,en
499,Idhu Cheap feel. Not recommended.,ta,twitter,TN,2025-12-06,quality,negative,0,idhu cheap feel. not recommended.,en
500,Payment failure repeatedly.,en,twitter,TN,2026-02-20,app,negative,0,payment failure repeatedly.,en
501,Delivery super! on-time arrived.,en,reviews,TS,2026-01-27,delivery,positive,0,delivery super! on-time arrived.,en
502,"App ok, sometimes slow.",mix,reviews,DL,2025-12-12,app,neutral,0,"app ok, sometimes slow.",en
503,"App ok, sometimes slow.",mix,twitter,MH,2026-01-12,app,neutral,0,"app ok, sometimes slow.",en
504,"Packing poor, box torn.",en,reviews,TN,2026-02-19,packaging,negative,0,"packing poor, box torn.",en
505,"Bug very, worst experience.",en,instagram,AP,2025-12-14,app,negative,0,"bug very, worst experience.",en
506,"Support reply pannala, 1 day wait 😤",mix,support,TN,2026-02-17,service,negative,0,"support reply pannala, 1 day wait 😤",en
507,First impression average.,mix,twitter,DL,2026-01-17,quality,neutral,0,first impression average.,en
508,"Packing poor, box torn.",en,twitter,KA,2025-12-01,packaging,negative,0,"packing poor, box torn.",en
509,"App crash aagudhu, screen issue.",mix,instagram,MH,2025-11-28,app,negative,0,"app crash aagudhu, screen issue.",en
510,Return approve pannala.,mix,twitter,TS,2025-12-10,refund,negative,0,return approve pannala.,it
511,Refund quick-a process aayiduchu ✅,en,reviews,DL,2026-01-07,refund,positive,0,refund quick-a process aayiduchu ✅,en
512,Wow amazing… missing parts 🙃,mix,twitter,TN,2026-01-01,quality,negative,1,wow amazing… missing parts 🙃,en
513,"Packing poor, box torn.",en,reviews,KA,2025-12-28,packaging,negative,0,"packing poor, box torn.",en
514,"Delivery ok, but pakalam.",mix,twitter,AP,2025-11-27,delivery,neutral,0,"delivery ok, but pakalam.",id
515,"Bug very, worst experience.",en,reviews,DL,2026-02-23,app,negative,0,"bug very, worst experience.",en
516,"Service worst, nobody answered.",mix,instagram,KA,2026-02-13,service,negative,0,"service worst, nobody answered.",en
517,Idhu Will contact support later.,ta,support,TN,2025-12-27,service,neutral,0,idhu will contact support later.,en
518,"Price very high, not worth.",en,instagram,AP,2026-01-01,price,negative,0,"price very high, not worth.",en
519,Costly and quality poor.,mix,twitter,MH,2025-12-03,price,negative,0,costly and quality poor.,en
520,Wow amazing… broke in 1 day 🙃,en,reviews,DL,2025-12-02,refund,negative,1,wow amazing… broke in 1 day 🙃,en
521,Worth for money ✅,mix,twitter,DL,2026-01-28,price,positive,0,worth for money ✅,en
522,Quality worth! build strong 💯,mix,instagram,AP,2026-02-21,quality,positive,0,quality worth! build strong 💯,en
523,App performance semma.,en,instagram,AP,2026-01-14,app,positive,0,app performance semma.,it
524,Idhu Costly and quality poor.,ta,support,KA,2026-01-24,price,negative,0,idhu costly and quality poor.,en
525,3 days in itself stopped working.,en,instagram,KL,2026-01-08,quality,negative,0,3 days in itself stopped working.,af
526,"Complaint raise panniten, no update.",mix,instagram,AP,2026-01-09,service,negative,0,"complaint raise panniten, no update.",fr
527,"Packaging neat, no damage.",mix,instagram,DL,2025-12-08,packaging,positive,0,"packaging neat, no damage.",tl
528,Wow amazing… came damaged 🙃,en,reviews,MH,2025-12-28,delivery,negative,1,wow amazing… came damaged 🙃,so
529,"Price romba high, not worth.",mix,instagram,TS,2026-02-08,price,negative,0,"price romba high, not worth.",en
530,"Support team helpful, issue solve pannitanga.",en,reviews,TS,2026-01-27,service,positive,0,"support team helpful, issue solve pannitanga.",en
531,App performance good.,mix,reviews,MH,2025-12-24,app,positive,0,app performance good.,en
532,"App ok, sometimes slow.",en,instagram,KL,2026-02-25,app,neutral,0,"app ok, sometimes slow.",no
533,Refund quick-a process aayiduchu ✅,mix,youtube,DL,2026-02-15,refund,positive,0,refund quick-a process aayiduchu ✅,en
534,"Idhu Material good, value for money.",ta,youtube,AP,2026-02-24,quality,positive,0,"idhu material good, value for money.",en
535,"Bug romba, worst experience.",mix,twitter,KL,2025-12-11,app,negative,0,"bug romba, worst experience.",en
536,"Offer la super deal, worth price.",mix,support,MH,2026-02-25,price,positive,0,"offer la super deal, worth price.",en
537,Wow amazing… stopped working 🙃,mix,support,AP,2026-02-24,app,negative,1,wow amazing… stopped working 🙃,en
538,Idhu Cheap feel. Not recommended.,ta,reviews,TS,2026-01-01,quality,negative,0,idhu cheap feel. not recommended.,en
539,Super quality… 5 days la late delivery 😏,mix,twitter,DL,2026-01-26,packaging,negative,1,super quality… 5 days la late delivery 😏,ca
540,"Support team helpful, issue solve pannitanga.",mix,youtube,TS,2026-02-21,service,positive,0,"support team helpful, issue solve pannitanga.",en
541,Great service 👏 2 hours wait pannanum,en,twitter,TN,2025-12-18,quality,negative,1,great service 👏 2 hours wait pannanum,en
542,Same product elsewhere cheaper.,en,instagram,DL,2026-02-01,price,negative,0,same product elsewhere cheaper.,en
543,Cheap feel. Not recommended.,mix,reviews,AP,2026-02-17,quality,negative,0,cheap feel. not recommended.,en
544,"Bug very, worst experience.",en,reviews,KL,2026-02-09,app,negative,0,"bug very, worst experience.",en
545,"Service worst, nobody answered.",mix,support,KL,2025-12-13,service,negative,0,"service worst, nobody answered.",en
546,Requested refund today.,en,twitter,DL,2025-12-15,refund,neutral,0,requested refund today.,en
547,"No bubble wrap, worst packing.",en,instagram,KL,2025-12-19,packaging,negative,0,"no bubble wrap, worst packing.",en
548,"Price romba high, not worth.",mix,youtube,AP,2026-01-13,price,negative,0,"price romba high, not worth.",en
549,Super quality… 1 days la came damaged 😏,ta,support,AP,2025-12-17,quality,negative,1,super quality… 1 days la came damaged 😏,ca
550,Customer service mass. Quick response.,en,instagram,AP,2026-01-24,service,positive,0,customer service mass. quick response.,fr
551,"Idhu App ok, sometimes slow.",ta,youtube,MH,2026-01-26,app,neutral,0,"idhu app ok, sometimes slow.",sv
552,Same product elsewhere cheaper.,mix,support,MH,2025-12-11,price,negative,0,same product elsewhere cheaper.,en
553,Idhu Arrived. Will test and update.,ta,twitter,KL,2026-02-12,delivery,neutral,0,idhu arrived. will test and update.,en
554,Refund came within 7 days.,mix,twitter,AP,2026-01-31,refund,positive,0,refund came within 7 days.,en
555,"Courier rude, package damage aayiduchu.",en,youtube,MH,2026-01-16,delivery,negative,0,"courier rude, package damage aayiduchu.",fr
556,9 days la itself missing parts.,mix,youtube,KL,2026-01-23,quality,negative,0,9 days la itself missing parts.,en
557,Cheap feel. Not recommended.,mix,reviews,KA,2026-01-19,quality,negative,0,cheap feel. not recommended.,en
558,Wow amazing… broke in 1 day 🙃,ta,support,TN,2026-01-14,quality,negative,1,wow amazing… broke in 1 day 🙃,pl
559,"Compinint raise panniten, no update.",en,support,KA,2026-01-25,service,negative,0,"compinint raise panniten, no update.",fr
560,Great service 👏 no response for 24 hours wait pannanum,mix,youtube,TN,2026-02-09,service,negative,1,great service 👏 no response for 24 hours wait pannanum,en
561,Idhu Price average.,ta,twitter,TN,2025-12-16,price,neutral,0,idhu price average.,fr
562,Wow amazing… came damaged 🙃,en,instagram,MH,2025-11-30,service,negative,1,wow amazing… came damaged 🙃,so
563,"Packaging damage, product scratch.",mix,youtube,MH,2026-02-09,packaging,negative,0,"packaging damage, product scratch.",en
564,Well packed ✅,en,support,MH,2025-11-29,packaging,positive,0,well packed ✅,en
565,Price ok for this quality.,en,instagram,KL,2025-12-03,price,positive,0,price ok for this quality.,en
566,"Product mass, satisfied.",mix,twitter,TS,2026-01-31,quality,positive,0,"product mass, satisfied.",en
567,Requested refund today.,en,youtube,KL,2025-12-31,refund,neutral,0,requested refund today.,en
568,Great service 👏 1 hour wait pannanum,ta,reviews,KL,2026-01-18,quality,negative,1,great service 👏 1 hour wait pannanum,en
569,"Price romba high, not worth.",mix,instagram,TS,2025-12-21,price,negative,0,"price romba high, not worth.",en
570,"Idhu Delivery romba late, 6 days delay 😡",ta,youtube,AP,2026-01-05,delivery,negative,0,"idhu delivery romba late, 6 days delay 😡",es
571,"App crash aagudhu, damaged item.",mix,twitter,KL,2025-12-12,app,negative,0,"app crash aagudhu, damaged item.",so
572,"Price very high, not worth.",en,twitter,KA,2026-01-20,price,negative,0,"price very high, not worth.",en
573,Delivery super! on-time arrived.,mix,support,TN,2026-02-10,delivery,positive,0,delivery super! on-time arrived.,en
574,"App UI smooth, easy to use.",mix,twitter,TN,2025-12-12,app,positive,0,"app ui smooth, easy to use.",en
575,Idhu Costly and quality poor.,ta,youtube,DL,2026-02-09,price,negative,0,idhu costly and quality poor.,en
576,"Packing poor, box torn.",en,twitter,TN,2026-02-09,packaging,negative,0,"packing poor, box torn.",en
577,Idhu App performance good.,ta,instagram,TN,2026-01-30,app,positive,0,idhu app performance good.,en
578,"Support reply pannain, 3 days wait 😤",en,instagram,AP,2026-01-31,service,negative,0,"support reply pannain, 3 days wait 😤",en
579,"Idhu Packaging damage, product scratch.",ta,reviews,KA,2026-01-12,packaging,negative,0,"idhu packaging damage, product scratch.",en
580,Quality poor. camera blur iruku.,en,support,AP,2026-01-05,quality,negative,0,quality poor. camera blur iruku.,ca
581,Return/refund smooth experience.,mix,reviews,DL,2026-02-21,refund,positive,0,return/refund smooth experience.,en
582,"Complaint raise panniten, no update.",mix,twitter,TS,2025-12-12,service,negative,0,"complaint raise panniten, no update.",fr
583,Worth for money ✅,mix,youtube,TN,2025-12-22,price,positive,0,worth for money ✅,en
584,"Service worst, nobody answered.",mix,support,KL,2026-02-10,service,negative,0,"service worst, nobody answered.",en
585,Wow amazing… broke in 1 day 🙃,en,instagram,KL,2026-01-24,packaging,negative,1,wow amazing… broke in 1 day 🙃,pl
586,Customer service super. Quick response.,en,instagram,KA,2025-11-30,service,positive,0,customer service super. quick response.,fr
587,Idhu Box normal-a irundhuchu.,ta,youtube,MH,2025-12-16,packaging,neutral,0,idhu box normal-a irundhuchu.,so
588,"Price romba high, not worth.",mix,reviews,KL,2026-01-28,price,negative,0,"price romba high, not worth.",en
589,Great service 👏 3 days wait pannanum,mix,reviews,TN,2026-01-23,service,negative,1,great service 👏 3 days wait pannanum,en
590,Courier smooth-a deliver pannanga.,mix,instagram,TN,2026-02-06,delivery,positive,0,courier smooth-a deliver pannanga.,en
591,"Idhu Support ticket raised, waiting.",ta,twitter,AP,2026-02-07,service,neutral,0,"idhu support ticket raised, waiting.",en
592,"Complaint raise panniten, no update.",mix,reviews,KL,2026-02-10,service,negative,0,"complaint raise panniten, no update.",fr
593,Idhu Delivery nalla! on-time arrived.,ta,youtube,KA,2026-01-10,delivery,positive,0,idhu delivery nalla! on-time arrived.,en
594,Quality ok. Normal usage ku podhum.,en,youtube,AP,2025-12-04,quality,neutral,0,quality ok. normal usage ku podhum.,pt
595,Installed. Will try later.,mix,youtube,TN,2025-12-11,app,neutral,0,installed. will try later.,en
596,Super quality… 1 days la missing parts 😏,mix,reviews,DL,2026-02-07,app,negative,1,super quality… 1 days la missing parts 😏,fr
597,Idhu Installed. Will try later.,ta,support,AP,2025-11-29,app,neutral,0,idhu installed. will try later.,en
598,"Courier rude, package damage aayiduchu.",mix,instagram,MH,2026-01-09,delivery,negative,0,"courier rude, package damage aayiduchu.",fr
599,Same product elsewhere cheaper.,mix,twitter,AP,2026-02-03,price,negative,0,same product elsewhere cheaper.,en
600,Requested refund today.,en,support,KA,2025-12-08,refund,neutral,0,requested refund today.,en
601,"Support team helpful, issue solve pannitanga.",mix,instagram,AP,2026-01-10,service,positive,0,"support team helpful, issue solve pannitanga.",en
602,"Idhu Complaint raise panniten, no update.",ta,youtube,AP,2026-02-14,service,negative,0,"idhu complaint raise panniten, no update.",fr
603,"Service worst, nobody answered.",en,reviews,KA,2025-12-31,service,negative,0,"service worst, nobody answered.",en
604,Price ok for this quality.,en,instagram,KA,2026-02-22,price,positive,0,price ok for this quality.,en
605,Quality ok. Normal usage ku podhum.,mix,youtube,DL,2026-02-17,quality,neutral,0,quality ok. normal usage ku podhum.,sq
606,"Idhu Price romba high, not worth.",ta,instagram,TN,2026-01-05,price,negative,0,"idhu price romba high, not worth.",en
607,Idhu Quality romba mosam. damaged item iruku.,ta,twitter,KA,2025-12-30,quality,negative,0,idhu quality romba mosam. damaged item iruku.,so
608,Idhu Refund came within 5 days.,ta,youtube,TN,2026-02-12,refund,positive,0,idhu refund came within 5 days.,en
609,Refund came within 10 days.,mix,instagram,KA,2025-12-11,refund,positive,0,refund came within 10 days.,en
610,"Delivery romba late, 10 days delay 😡",mix,youtube,DL,2026-01-08,delivery,negative,0,"delivery romba late, 10 days delay 😡",es
611,Not sure if worth yet.,mix,youtube,KA,2026-01-22,price,neutral,0,not sure if worth yet.,en
612,Great service 👏 1 day wait pannanum,mix,support,KL,2026-01-20,delivery,negative,1,great service 👏 1 day wait pannanum,en
613,Cheap feel. Not recommended.,en,youtube,AP,2026-01-05,quality,negative,0,cheap feel. not recommended.,en
614,Customer service worth. Quick response.,en,youtube,KL,2026-02-22,service,positive,0,customer service worth. quick response.,en
615,Quality ok. Normal usage ku podhum.,en,instagram,TN,2026-01-04,quality,neutral,0,quality ok. normal usage ku podhum.,pt
616,Idhu Quality ok. Normal usage ku podhum.,ta,twitter,DL,2026-01-28,quality,neutral,0,idhu quality ok. normal usage ku podhum.,sq
617,Idhu Login and checkout easy ✅,ta,support,KL,2025-12-05,app,positive,0,idhu login and checkout easy ✅,en
618,Login and checkout easy ✅,mix,reviews,KA,2026-02-17,app,positive,0,login and checkout easy ✅,en
619,Delivery worst. Tracking update illa.,mix,instagram,TN,2025-12-28,delivery,negative,0,delivery worst. tracking update illa.,en
620,Same product elsewhere cheaper.,en,instagram,KL,2026-02-22,price,negative,0,same product elsewhere cheaper.,en
621,Idhu Price average.,ta,reviews,AP,2026-02-08,price,neutral,0,idhu price average.,it
622,Idhu Customer care number busy.,ta,youtube,KA,2026-02-24,service,neutral,0,idhu customer care number busy.,en
623,Price ok for this quality.,mix,youtube,TN,2025-12-18,price,positive,0,price ok for this quality.,en
624,Wow amazing… stopped working 🙃,en,reviews,MH,2025-12-12,refund,negative,1,wow amazing… stopped working 🙃,pl
625,Cheap feel. Not recommended.,mix,reviews,MH,2026-01-14,quality,negative,0,cheap feel. not recommended.,en
626,Payment failure repeatedly.,mix,reviews,KA,2025-12-20,app,negative,0,payment failure repeatedly.,en
627,"Idhu Complaint raise panniten, no update.",ta,youtube,KA,2026-02-09,service,negative,0,"idhu complaint raise panniten, no update.",fr
628,"Support team helpful, issue solve pannitanga.",en,instagram,MH,2026-01-15,service,positive,0,"support team helpful, issue solve pannitanga.",en
629,Looks fine. Long-term paakanum.,mix,reviews,KA,2026-01-11,quality,neutral,0,looks fine. long-term paakanum.,et
630,Super quality… 3 days la broke in 1 day 😏,ta,youtube,AP,2025-12-13,quality,negative,1,super quality… 3 days la broke in 1 day 😏,en
631,Great service 👏 2 hours wait pannanum,ta,support,KA,2026-01-29,quality,negative,1,great service 👏 2 hours wait pannanum,en
632,3 days in itself broke in 1 day.,en,support,MH,2026-01-21,quality,negative,0,3 days in itself broke in 1 day.,af
633,Refund status pending.,mix,youtube,DL,2026-01-12,refund,neutral,0,refund status pending.,en
634,"Support team helpful, issue solve pannitanga.",en,youtube,KA,2026-01-28,service,positive,0,"support team helpful, issue solve pannitanga.",en
635,Price ok for this quality.,mix,reviews,TN,2025-12-30,price,positive,0,price ok for this quality.,en
636,"Idhu Product excellent, satisfied.",ta,support,MH,2026-01-28,quality,positive,0,"idhu product excellent, satisfied.",fr
637,Arrived. Will test and update.,mix,youtube,KA,2025-12-20,delivery,neutral,0,arrived. will test and update.,en
638,Great service 👏 1 day wait pannanum,en,twitter,AP,2025-12-28,price,negative,1,great service 👏 1 day wait pannanum,en
639,"Product semma, satisfied.",mix,twitter,MH,2026-01-16,quality,positive,0,"product semma, satisfied.",en
640,Refund status pending.,mix,reviews,MH,2026-01-24,refund,neutral,0,refund status pending.,en
641,Idhu Payment failure repeatedly.,ta,support,MH,2025-12-13,app,negative,0,idhu payment failure repeatedly.,en
642,"Idhu Packing poor, box torn.",ta,twitter,AP,2026-01-17,packaging,negative,0,"idhu packing poor, box torn.",en
643,Not sure if worth yet.,mix,reviews,AP,2026-01-02,price,neutral,0,not sure if worth yet.,en
644,Wow amazing… came damaged 🙃,mix,youtube,KA,2026-02-20,packaging,negative,1,wow amazing… came damaged 🙃,en
645,"Support ticket raised, waiting.",mix,reviews,AP,2026-01-26,service,neutral,0,"support ticket raised, waiting.",en
646,Idhu Customer service good. Quick response.,ta,reviews,MH,2025-12-08,service,positive,0,idhu customer service good. quick response.,en
647,"Packing poor, box torn.",mix,support,MH,2025-12-07,packaging,negative,0,"packing poor, box torn.",en
648,Super quality… 10 days la missing parts 😏,mix,youtube,MH,2025-12-28,price,negative,1,super quality… 10 days la missing parts 😏,fr
649,Idhu Courier smooth-a deliver pannanga.,ta,twitter,TS,2025-12-02,delivery,positive,0,idhu courier smooth-a deliver pannanga.,en
650,"Idhu App crash aagudhu, screen issue.",ta,youtube,TS,2026-01-11,app,negative,0,"idhu app crash aagudhu, screen issue.",en
651,Great service 👏 1 day wait pannanum,mix,twitter,AP,2025-12-07,refund,negative,1,great service 👏 1 day wait pannanum,en
652,Idhu UI average.,ta,reviews,AP,2026-02-14,app,neutral,0,idhu ui average.,no
653,"Packing super, safe-a vandhuduchu.",mix,twitter,KL,2026-01-21,packaging,positive,0,"packing super, safe-a vandhuduchu.",en
654,Payment failure repeatedly.,mix,reviews,AP,2026-02-23,app,negative,0,payment failure repeatedly.,en
655,Wow amazing… stopped working 🙃,mix,reviews,MH,2026-01-04,app,negative,1,wow amazing… stopped working 🙃,pl
656,Price ok for this quality.,mix,twitter,TN,2026-02-24,price,positive,0,price ok for this quality.,en
657,"Idhu Refund romba slow, 3 days aachu.",ta,support,MH,2025-12-21,refund,negative,0,"idhu refund romba slow, 3 days aachu.",so
658,"Delivery romba late, 8 days delay 😡",mix,instagram,KA,2026-02-24,delivery,negative,0,"delivery romba late, 8 days delay 😡",es
659,Wow amazing… came damaged 🙃,ta,support,KL,2026-01-16,price,negative,1,wow amazing… came damaged 🙃,so
660,Idhu Payment failure repeatedly.,ta,reviews,DL,2026-01-19,app,negative,0,idhu payment failure repeatedly.,en
661,Well packed ✅,en,support,MH,2026-02-21,packaging,positive,0,well packed ✅,en
662,"Product excellent, satisfied.",en,twitter,TS,2025-12-31,quality,positive,0,"product excellent, satisfied.",en
663,Payment failure repeatedly.,mix,twitter,AP,2025-12-17,app,negative,0,payment failure repeatedly.,en
664,Not sure if worth yet.,mix,youtube,TS,2026-02-12,price,neutral,0,not sure if worth yet.,en
665,"App UI smooth, easy to use.",en,youtube,MH,2026-01-26,app,positive,0,"app ui smooth, easy to use.",en
666,"Offer la super deal, semma price.",mix,instagram,KA,2026-02-12,price,positive,0,"offer la super deal, semma price.",it
667,"Packing poor, box torn.",mix,twitter,TN,2026-01-11,packaging,negative,0,"packing poor, box torn.",en
668,4 days la itself came damaged.,mix,twitter,AP,2026-02-14,quality,negative,0,4 days la itself came damaged.,so
669,Refund quick-a process aayiduchu ✅,en,support,TN,2025-12-31,refund,positive,0,refund quick-a process aayiduchu ✅,en
670,Return approve pannain.,en,support,TS,2025-12-10,refund,negative,0,return approve pannain.,fr
671,Price average.,mix,youtube,MH,2026-02-25,price,neutral,0,price average.,it
672,Idhu Arrived. Will test and update.,ta,instagram,DL,2026-01-22,delivery,neutral,0,idhu arrived. will test and update.,en
673,Super quality… 4 days la missing parts 😏,ta,youtube,TN,2026-01-13,price,negative,1,super quality… 4 days la missing parts 😏,fr
674,Worth for money ✅,en,support,DL,2026-01-19,price,positive,0,worth for money ✅,en
675,"Return initiated, waiting.",en,youtube,MH,2025-11-30,refund,neutral,0,"return initiated, waiting.",en
676,Quality ok. Normal usage ku podhum.,en,reviews,KL,2025-12-18,quality,neutral,0,quality ok. normal usage ku podhum.,sq
677,"App crash aagudhu, damaged item.",mix,support,MH,2026-01-03,app,negative,0,"app crash aagudhu, damaged item.",so
678,"Refund stuck, no update.",mix,support,KL,2026-02-13,refund,negative,0,"refund stuck, no update.",ro
679,Idhu Refund came within 6 days.,ta,reviews,TS,2026-02-24,refund,positive,0,idhu refund came within 6 days.,en
680,"Product vera level, satisfied.",en,instagram,AP,2026-02-01,quality,positive,0,"product vera level, satisfied.",en
681,Wow amazing… late delivery 🙃,ta,instagram,KL,2025-11-29,packaging,negative,1,wow amazing… late delivery 🙃,en
682,Price ok for this quality.,mix,youtube,DL,2026-01-20,price,positive,0,price ok for this quality.,en
683,Delivery worst. Tracking update illa.,mix,twitter,TN,2026-01-23,delivery,negative,0,delivery worst. tracking update illa.,en
684,Idhu Login and checkout easy ✅,ta,support,MH,2026-02-11,app,positive,0,idhu login and checkout easy ✅,en
685,Great service 👏 no response for 24 hours wait pannanum,mix,instagram,TS,2025-12-10,service,negative,1,great service 👏 no response for 24 hours wait pannanum,en
686,Idhu Refund quick-a process aayiduchu ✅,ta,youtube,DL,2026-01-24,refund,positive,0,idhu refund quick-a process aayiduchu ✅,en
687,Repincement fast-a arrange did.,en,reviews,KA,2025-12-24,service,positive,0,repincement fast-a arrange did.,en
688,"Packing poor, box torn.",en,reviews,TS,2025-12-30,packaging,negative,0,"packing poor, box torn.",en
689,Same product elsewhere cheaper.,mix,instagram,TS,2026-01-28,price,negative,0,same product elsewhere cheaper.,en
690,Idhu Delivery romba mosam. Tracking update illa.,ta,instagram,MH,2026-02-06,delivery,negative,0,idhu delivery romba mosam. tracking update illa.,it
691,Idhu 2 days la itself came damaged.,ta,support,TN,2025-12-16,quality,negative,0,idhu 2 days la itself came damaged.,so
692,"Delivery romba late, 10 days delay 😡",mix,instagram,DL,2025-12-15,delivery,negative,0,"delivery romba late, 10 days delay 😡",es
693,"Idhu Refund stuck, no update.",ta,reviews,MH,2025-11-27,refund,negative,0,"idhu refund stuck, no update.",ro
694,Looks fine. Long-term paakanum.,mix,reviews,TS,2026-01-09,quality,neutral,0,looks fine. long-term paakanum.,et
695,Idhu UI average.,ta,instagram,AP,2026-01-07,app,neutral,0,idhu ui average.,no
696,Arrived. Will test and update.,mix,reviews,MH,2026-01-01,delivery,neutral,0,arrived. will test and update.,en
697,"Delivery very inte, 4 days deiny 😡",en,support,MH,2025-12-07,delivery,negative,0,"delivery very inte, 4 days deiny 😡",af
698,"App ok, sometimes slow.",mix,instagram,TS,2025-11-29,app,neutral,0,"app ok, sometimes slow.",en
699,"Refund romba slow, 3 days aachu.",mix,support,TS,2026-01-07,refund,negative,0,"refund romba slow, 3 days aachu.",en
700,"Idhu Support team helpful, issue solve pannitanga.",ta,support,TN,2026-01-06,service,positive,0,"idhu support team helpful, issue solve pannitanga.",en
701,Idhu Cheap feel. Not recommended.,ta,instagram,KA,2025-12-29,quality,negative,0,idhu cheap feel. not recommended.,nl
702,Great service 👏 1 hour wait pannanum,en,twitter,KA,2025-12-04,quality,negative,1,great service 👏 1 hour wait pannanum,en
703,Idhu Not sure if worth yet.,ta,youtube,AP,2025-12-30,price,neutral,0,idhu not sure if worth yet.,en
704,Worth for money ✅,mix,support,AP,2026-01-30,price,positive,0,worth for money ✅,en
705,"Complaint raise panniten, no update.",mix,reviews,TN,2025-11-30,service,negative,0,"complaint raise panniten, no update.",fr
706,"Delivery romba late, 3 days delay 😡",mix,support,KA,2026-02-18,delivery,negative,0,"delivery romba late, 3 days delay 😡",es
707,"Refund romba slow, 1 hour aachu.",mix,youtube,KA,2026-02-04,refund,negative,0,"refund romba slow, 1 hour aachu.",en
708,Return/refund smooth experience.,mix,support,AP,2026-01-03,refund,positive,0,return/refund smooth experience.,en
709,"Refund romba slow, no response for 24 hours aachu.",mix,reviews,MH,2026-01-10,refund,negative,0,"refund romba slow, no response for 24 hours aachu.",en
710,First impression average.,mix,reviews,TN,2026-02-24,quality,neutral,0,first impression average.,en
711,"Return initiated, waiting.",mix,youtube,KL,2026-02-16,refund,neutral,0,"return initiated, waiting.",en
712,Customer care number busy.,mix,youtube,TS,2025-11-29,service,neutral,0,customer care number busy.,en
713,"No bubble wrap, worst packing.",en,reviews,MH,2026-01-16,packaging,negative,0,"no bubble wrap, worst packing.",en
714,Delivery super! on-time arrived.,mix,reviews,KL,2026-02-11,delivery,positive,0,delivery super! on-time arrived.,en
715,Quality bad. damaged item iruku.,en,reviews,KA,2025-11-28,quality,negative,0,quality bad. damaged item iruku.,so
716,Refund came within 4 days.,mix,youtube,TS,2025-12-25,refund,positive,0,refund came within 4 days.,en
717,Idhu Installed. Will try later.,ta,instagram,TS,2025-11-27,app,neutral,0,idhu installed. will try later.,en
718,"Price very high, not worth.",en,instagram,TS,2026-02-19,price,negative,0,"price very high, not worth.",en
719,Idhu 5 days la itself late delivery.,ta,instagram,TS,2026-02-01,quality,negative,0,idhu 5 days la itself late delivery.,ca
720,"App ok, sometimes slow.",mix,reviews,TS,2025-11-27,app,neutral,0,"app ok, sometimes slow.",no
721,Login and checkout easy ✅,mix,reviews,TS,2026-01-29,app,positive,0,login and checkout easy ✅,en
722,"Complaint raise panniten, no update.",mix,twitter,KL,2026-01-16,service,negative,0,"complaint raise panniten, no update.",fr
723,Customer service good. Quick response.,mix,instagram,TN,2025-12-22,service,positive,0,customer service good. quick response.,en
724,"Service worst, nobody answered.",en,twitter,DL,2026-02-10,service,negative,0,"service worst, nobody answered.",en
725,Idhu Refund quick-a process aayiduchu ✅,ta,youtube,TN,2026-02-01,refund,positive,0,idhu refund quick-a process aayiduchu ✅,en
726,"Idhu Courier rude, package damage aayiduchu.",ta,twitter,TN,2026-01-14,delivery,negative,0,"idhu courier rude, package damage aayiduchu.",fr
727,Packaging ok.,mix,reviews,MH,2025-12-05,packaging,neutral,0,packaging ok.,tl
728,Well packed ✅,mix,reviews,DL,2025-12-26,packaging,positive,0,well packed ✅,en
729,"Idhu Packing poor, box torn.",ta,youtube,TN,2026-02-18,packaging,negative,0,"idhu packing poor, box torn.",en
730,Delivery worst. Tracking update illa.,mix,twitter,TS,2026-02-10,delivery,negative,0,delivery worst. tracking update illa.,en
731,"Idhu Packaging neat, no damage.",ta,instagram,AP,2025-12-28,packaging,positive,0,"idhu packaging neat, no damage.",tl
732,"Idhu Packaging neat, no damage.",ta,youtube,MH,2026-01-05,packaging,positive,0,"idhu packaging neat, no damage.",tl
733,Idhu Quality romba mosam. battery drain iruku.,ta,twitter,KL,2026-02-01,quality,negative,0,idhu quality romba mosam. battery drain iruku.,id
734,Will contact support later.,mix,instagram,KL,2025-12-22,service,neutral,0,will contact support later.,en
735,Installed. Will try later.,mix,support,KL,2026-02-07,app,neutral,0,installed. will try later.,en
